line_number,TP,FP,FN,model_output_valid,field_项目名称,field_公告类型,field_行业分类,field_发布时间,field_预算金额,field_采购人,field_响应文件截至提交时间,field_开标地址,field_所在地区
1158,6,1,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),Mismatch
1159,6,3,3,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),Mismatch,OK (Matched),Mismatch
1160,6,1,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1161,5,2,2,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1162,6,3,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),FP (Hallucinated),FP (Hallucinated),Mismatch
1163,6,1,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1164,8,0,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),FN (Missed),OK (Matched),OK (Matched),OK (Matched),OK (Matched)
1165,6,1,1,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (both empty),OK (Matched),OK (both empty),OK (Matched)
1166,5,2,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1167,4,5,5,True,Mismatch,Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched)
1168,4,5,5,True,Mismatch,OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),Mismatch,Mismatch
1169,3,5,4,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,Mismatch,OK (both empty),FP (Hallucinated),Mismatch
1170,5,4,4,True,OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched)
1171,6,2,3,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,FN (Missed),OK (Matched),OK (Matched),Mismatch,OK (Matched)
1172,5,4,4,True,Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched)
1173,6,3,3,True,OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched)
1174,4,2,5,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,FN (Missed),OK (Matched),FN (Missed),FN (Missed),Mismatch
1175,5,4,4,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,Mismatch,Mismatch
1176,7,2,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),FP (Hallucinated),OK (Matched)
1177,4,5,5,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,Mismatch
1178,6,1,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1179,5,4,4,True,OK (Matched),Mismatch,Mismatch,Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched)
1180,4,2,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),FN (Missed),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1181,5,2,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1182,6,3,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),FP (Hallucinated),Mismatch
1183,3,6,6,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,Mismatch,Mismatch,Mismatch
1184,4,4,5,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),FN (Missed),OK (Matched),OK (Matched),Mismatch,Mismatch
1185,4,4,5,True,OK (Matched),OK (Matched),Mismatch,Mismatch,FN (Missed),OK (Matched),OK (Matched),Mismatch,Mismatch
1186,5,3,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (Matched),OK (Matched),Mismatch
1187,7,2,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched)
1188,3,5,5,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (Matched),Mismatch,Mismatch,Mismatch
1189,7,2,1,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),OK (Matched),OK (Matched)
1190,7,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch
1191,7,2,2,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched)
1192,5,2,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1193,6,2,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),FN (Missed),OK (Matched),Mismatch
1194,9,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched)
1195,7,2,0,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),FP (Hallucinated),FP (Hallucinated),OK (Matched)
1196,6,2,3,True,Mismatch,OK (Matched),Mismatch,OK (Matched),FN (Missed),OK (Matched),Mismatch,OK (Matched),OK (Matched)
1197,5,1,2,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),FN (Missed)
1198,6,0,0,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1199,5,1,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),Mismatch
1200,4,1,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),FN (Missed)
1201,6,1,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),FP (Hallucinated),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1202,4,3,2,True,OK (Matched),OK (Matched),Mismatch,Mismatch,FP (Hallucinated),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1203,4,2,2,True,OK (Matched),Mismatch,Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1204,5,0,1,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),FN (Missed)
1205,7,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch
1206,6,3,3,True,Mismatch,OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (Matched)
1207,7,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1208,7,0,0,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1209,6,3,3,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched)
1210,6,3,3,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,Mismatch,OK (Matched),OK (Matched)
1211,5,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),Mismatch
1212,8,1,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch
1213,5,4,4,True,OK (Matched),OK (Matched),Mismatch,Mismatch,Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch
1214,6,1,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1215,4,1,1,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (both empty),FP (Hallucinated),OK (both empty),OK (both empty),FN (Missed)
1216,5,4,4,True,OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched),Mismatch,Mismatch,Mismatch
1217,4,4,4,True,OK (Matched),Mismatch,OK (Matched),Mismatch,OK (both empty),OK (Matched),Mismatch,Mismatch,Mismatch
1218,5,2,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),Mismatch
1219,5,4,4,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),Mismatch,OK (Matched),Mismatch
1220,5,2,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1221,6,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1222,4,2,2,True,Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1223,4,3,5,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),FN (Missed),OK (Matched),FN (Missed),Mismatch,Mismatch
1224,5,1,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1225,5,2,2,True,OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1226,7,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),Mismatch
1227,5,4,4,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),Mismatch,Mismatch,Mismatch
1228,7,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1229,6,1,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1230,6,1,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1231,5,2,1,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1232,6,1,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1233,3,3,2,True,OK (Matched),OK (Matched),Mismatch,FP (Hallucinated),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (both empty)
1234,4,3,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1235,5,2,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),Mismatch
1236,4,2,2,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (both empty),OK (Matched),OK (both empty),OK (both empty),Mismatch
1237,7,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1238,7,2,2,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch
1239,5,1,2,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),FN (Missed)
1240,5,2,1,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1241,6,1,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1242,5,1,4,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),FN (Missed),OK (Matched),FN (Missed),FN (Missed),Mismatch
1243,3,3,4,True,Mismatch,OK (Matched),OK (Matched),Mismatch,FN (Missed),OK (Matched),OK (both empty),OK (both empty),Mismatch
1244,7,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch
1245,5,1,4,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),FN (Missed),OK (Matched),FN (Missed),FN (Missed),OK (Matched)
1246,5,2,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),FP (Hallucinated)
1247,5,4,4,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,Mismatch
1248,6,1,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (Matched),FN (Missed),Mismatch
1249,7,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1250,5,4,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),OK (Matched),OK (Matched),Mismatch,Mismatch
1251,5,2,3,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (both empty),OK (Matched),OK (Matched),FN (Missed),Mismatch
1252,7,2,2,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched)
1253,8,1,1,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched)
1254,5,2,2,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (both empty),OK (both empty),Mismatch
1255,7,2,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),OK (Matched),Mismatch
1256,8,1,1,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched)
1257,7,2,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),FP (Hallucinated),OK (Matched)
1258,3,3,3,True,OK (Matched),OK (Matched),Mismatch,Mismatch,OK (both empty),OK (Matched),OK (both empty),OK (both empty),Mismatch
1259,6,1,1,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1260,5,0,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),FN (Missed)
1261,5,0,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),FN (Missed)
1262,5,1,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),FN (Missed),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1263,6,3,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),FP (Hallucinated),Mismatch
1264,7,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),Mismatch,OK (Matched)
1265,5,4,4,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,Mismatch,Mismatch
1266,3,2,2,True,Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (both empty),OK (both empty),OK (Matched)
1267,6,3,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched)
1268,6,3,3,True,OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched),Mismatch,OK (Matched),OK (Matched)
1269,6,3,3,True,OK (Matched),OK (Matched),Mismatch,Mismatch,Mismatch,OK (Matched),Mismatch,OK (Matched),OK (Matched)
1270,4,5,5,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched)
1271,3,2,2,True,Mismatch,Mismatch,OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (both empty),OK (both empty),OK (Matched)
1272,6,1,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1273,5,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),Mismatch
1274,3,4,3,True,Mismatch,OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,OK (both empty),OK (both empty),FP (Hallucinated)
1275,7,2,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),FP (Hallucinated),OK (Matched),OK (Matched),OK (Matched),Mismatch
1276,6,1,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),Mismatch
1277,7,2,2,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched)
1278,6,1,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1279,3,4,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (both empty),FP (Hallucinated),Mismatch
1280,4,3,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,OK (both empty),OK (both empty),Mismatch
1281,6,3,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),FP (Hallucinated),FP (Hallucinated),OK (Matched)
1282,4,3,3,True,Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),OK (both empty),OK (both empty),Mismatch
1283,6,3,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),OK (Matched),Mismatch,OK (Matched),OK (Matched)
1284,6,3,3,True,OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched)
1285,8,1,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched)
1286,2,4,4,True,Mismatch,Mismatch,Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),Mismatch
1287,7,2,2,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch
1288,6,3,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),Mismatch
1289,5,2,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (Matched),FN (Missed),Mismatch
1290,4,2,2,True,OK (Matched),OK (Matched),OK (Matched),FP (Hallucinated),FN (Missed),OK (both empty),OK (both empty),OK (Matched),Mismatch
1291,2,6,7,True,OK (Matched),Mismatch,Mismatch,Mismatch,FN (Missed),Mismatch,Mismatch,OK (Matched),Mismatch
1292,5,2,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),Mismatch
1293,7,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),Mismatch
1294,6,2,3,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),FN (Missed)
1295,7,1,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched),FN (Missed),Mismatch
1296,6,2,3,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),FN (Missed),Mismatch,OK (Matched),OK (Matched),OK (Matched)
1297,5,2,2,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1298,6,3,3,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),OK (Matched)
1299,6,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),Mismatch,Mismatch,OK (Matched)
1300,6,3,3,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,Mismatch
1301,8,1,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,OK (Matched),OK (Matched)
1302,6,0,2,True,OK (Matched),OK (Matched),OK (Matched),Mismatch,FN (Missed),OK (Matched),FN (Missed),OK (both empty),OK (Matched)
1303,5,4,4,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,Mismatch
1304,6,0,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (both empty),FN (Missed)
1305,6,3,1,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch,FP (Hallucinated),FP (Hallucinated)
1306,8,1,1,True,OK (Matched),Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched)
1307,4,2,4,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),FN (Missed),FN (Missed),Mismatch,OK (both empty),Mismatch
1308,6,2,3,True,OK (Matched),OK (Matched),Mismatch,Mismatch,OK (Matched),OK (Matched),FN (Missed),OK (Matched),Mismatch
1309,7,1,1,True,OK (Matched),OK (Matched),Mismatch,OK (Matched),Mismatch,OK (Matched),OK (both empty),OK (Matched),OK (Matched)
1310,6,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1311,3,6,4,True,OK (Matched),Mismatch,OK (Matched),Mismatch,Mismatch,OK (Matched),FP (Hallucinated),FP (Hallucinated),Mismatch
1312,7,2,2,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (Matched),Mismatch
1313,4,1,1,True,Mismatch,OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (both empty)
1314,6,0,0,True,OK (Matched),OK (Matched),OK (Matched),OK (Matched),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (Matched)
1315,4,1,0,True,OK (Matched),OK (Matched),OK (Matched),FP (Hallucinated),OK (both empty),OK (Matched),OK (both empty),OK (both empty),OK (both empty)
1316,6,3,2,True,OK (Matched),Mismatch,OK (Matched),FP (Hallucinated),Mismatch,Mismatch,OK (Matched),OK (Matched),OK (Matched)
